issue, project, bug_id, is_regression, regressed, reported, fixed, discovery_days, fixed_days
583, lcms, 23, 0, , 20170212, , , 
584, libreoffice, 31, 1, 20170109, 20170212, , 34, 
585, json, 13, 1, 20170214, 20170214, 20170215, 0, 1
586, grpc, 1, 1, 20170214, 20170214, 20170223, 0, 9
587, grpc, 2, 1, 20170214, 20170214, 20170404, 0, 49
588, file, 9, 1, 20170117, 20170214, 20170325, 28, 39
589, grpc, 3, 1, 20170215, 20170215, 20170217, 0, 2
590, grpc, 4, 1, 20170214, 20170215, 20170404, 1, 48
591, libxml2, 18, 1, 20170215, 20170215, 20170307, 0, 20
592, libxml2, 19, 1, 20170215, 20170215, 20170908, 0, 205
593, libxml2, 20, 1, 20170215, 20170215, 20170608, 0, 113
594, libxml2, 21, 1, 20170215, 20170215, , 0, 
595, re2, 3, 1, 20161206, 20170216, 20170222, 72, 6
596, icu, 18, 0, , 20170216, , , 
597, icu, 19, 0, , 20170216, , , 
598, libxml2, 22, 1, 20170215, 20170216, 20170608, 1, 112
599, ffmpeg, 64, 0, , 20170216, 20170310, , 22
600, libxml2, 23, 1, 20170215, 20170217, 20170524, 2, 96
601, nss, 19, 1, 20170217, 20170217, 20170217, 0, 0
602, libass, 21, 0, , 20170217, 20171028, , 253
603, libass, 22, 0, , 20170217, 20201018, , 1339
604, libplist, 8, 1, 20170217, 20170218, 20170218, 1, 0
605, tpm2, 9, 1, 20170217, 20170218, , 1, 
606, libtsm, 11, 1, 20170217, 20170218, 20170219, 1, 1
607, ffmpeg, 65, 0, , 20170218, 20170220, , 2
608, ffmpeg, 66, 0, , 20170218, 20170220, , 2
609, ffmpeg, 67, 0, , 20170219, 20170220, , 1
610, ffmpeg, 68, 0, , 20170219, 20170220, , 1
611, ffmpeg, 69, 0, , 20170219, 20170220, , 1
612, ffmpeg, 70, 0, , 20170219, 20170220, , 1
613, tpm2, 10, 1, 20170217, 20170219, 20171028, 2, 251
614, ffmpeg, 71, 0, , 20170219, 20170220, , 1
615, ffmpeg, 72, 0, , 20170219, 20170220, , 1
616, ffmpeg, 73, 0, , 20170219, 20170316, , 25
617, ffmpeg, 74, 0, , 20170219, 20170220, , 1
618, ffmpeg, 75, 0, , 20170219, 20170220, , 1
619, ffmpeg, 76, 0, , 20170219, 20170407, , 47
620, tpm2, 11, 1, 20170217, 20170219, 20170307, 2, 16
621, tpm2, 12, 1, 20170217, 20170219, 20171028, 2, 251
622, ffmpeg, 77, 0, , 20170219, 20170220, , 1
623, tpm2, 13, 1, 20170217, 20170219, 20171028, 2, 251
624, libass, 23, 0, , 20170219, 20171028, , 251
625, ffmpeg, 78, 0, , 20170219, 20170220, , 1
626, ffmpeg, 79, 0, , 20170219, 20170220, , 1
627, ffmpeg, 80, 0, , 20170219, 20170221, , 2
628, ffmpeg, 81, 0, , 20170219, 20170221, , 2
629, ffmpeg, 82, 0, , 20170219, 20170221, , 2
630, ffmpeg, 83, 0, , 20170219, 20170221, , 2
631, ffmpeg, 84, 0, , 20170219, 20170310, , 19
632, libtsm, 12, 1, 20170219, 20170219, 20171028, 0, 251
633, ffmpeg, 85, 0, , 20170219, 20170221, , 2
634, ffmpeg, 86, 0, , 20170219, 20170221, , 2
635, ffmpeg, 87, 0, , 20170219, 20170221, , 2
636, ffmpeg, 88, 0, , 20170219, 20170221, , 2
637, ffmpeg, 89, 0, , 20170219, 20170221, , 2
638, tpm2, 14, 1, 20170217, 20170219, 20171028, 2, 251
639, ffmpeg, 90, 0, , 20170219, 20170221, , 2
640, ffmpeg, 91, 0, , 20170219, 20170220, , 1
641, json, 14, 1, 20170219, 20170219, 20170221, 0, 2
642, ffmpeg, 92, 0, , 20170219, 20170222, , 3
643, ffmpeg, 93, 0, , 20170220, 20170222, , 2
644, ffmpeg, 94, 0, , 20170220, 20170222, , 2
645, harfbuzz, 3, 1, 20170219, 20170220, , 1, 
646, harfbuzz, 4, 1, 20170219, 20170220, , 1, 
647, ffmpeg, 95, 0, , 20170220, 20170223, , 3
648, ffmpeg, 96, 0, , 20170220, 20170223, , 3
649, grpc, 5, 1, 20170217, 20170220, 20170222, 3, 2
650, grpc, 6, 1, 20170214, 20170220, 20170301, 6, 9
651, ffmpeg, 97, 0, , 20170221, 20170223, , 2
652, ffmpeg, 98, 0, , 20170221, 20170223, , 2
653, ffmpeg, 99, 1, 20170220, 20170221, 20170225, 1, 4
654, libxml2, 24, 1, 20170215, 20170222, , 7, 
655, grpc, 7, 1, 20170214, 20170222, 20170301, 8, 7
656, ffmpeg, 100, 0, , 20170222, 20170224, , 2
657, ffmpeg, 101, 0, , 20170222, 20170224, , 2
658, ffmpeg, 102, 0, , 20170222, 20170224, , 2
659, ffmpeg, 103, 0, , 20170222, 20170224, , 2
660, harfbuzz, 5, 1, 20170219, 20170222, 20170226, 3, 4
661, grpc, 8, 1, 20170214, 20170222, 20170301, 8, 7
662, ffmpeg, 104, 0, , 20170222, 20170224, , 2
663, libreoffice, 32, 1, 20170109, 20170223, 20170223, 45, 0
664, ffmpeg, 105, 0, , 20170223, 20170224, , 1
665, ffmpeg, 106, 1, 20170118, 20170223, 20170224, 36, 1
666, ffmpeg, 107, 0, , 20170223, 20170225, , 2
667, gnutls, 41, 1, 20161228, 20170223, 20170301, 57, 6
668, libreoffice, 33, 1, 20170222, 20170223, 20170228, 1, 5
669, ffmpeg, 108, 0, , 20170223, 20170225, , 2
670, ffmpeg, 109, 0, , 20170223, 20170226, , 3
671, ffmpeg, 110, 0, , 20170223, 20170226, , 3
672, ffmpeg, 111, 0, , 20170223, 20170226, , 3
673, ffmpeg, 112, 0, , 20170223, 20170226, , 3
674, ffmpeg, 113, 0, , 20170223, 20170228, , 5
675, ffmpeg, 114, 0, , 20170223, 20170228, , 5
676, gnutls, 42, 0, , 20170223, 20170224, , 1
677, ffmpeg, 115, 0, , 20170224, 20170228, , 4
678, re2, 4, 0, , 20170224, 20170224, , 0
679, ffmpeg, 116, 1, 20170220, 20170224, 20170225, 4, 1
680, ffmpeg, 117, 0, , 20170224, 20170228, , 4
681, ffmpeg, 118, 0, , 20170224, 20170228, , 4
682, ffmpeg, 119, 0, , 20170225, 20170301, , 4
683, grpc, 9, 1, 20170214, 20170225, , 11, 
684, grpc, 10, 1, 20170214, 20170225, 20170301, 11, 4
685, libreoffice, 34, 1, 20170109, 20170225, 20170227, 47, 2
686, ffmpeg, 120, 0, , 20170225, 20170301, , 4
687, grpc, 11, 1, 20170214, 20170226, 20170301, 12, 3
688, grpc, 12, 1, 20170217, 20170226, 20170301, 9, 3
689, ffmpeg, 121, 0, , 20170226, 20170301, , 3
690, ffmpeg, 122, 1, 20170220, 20170226, 20170302, 6, 4
691, libreoffice, 35, 1, 20170225, 20170226, 20170227, 1, 1
692, ffmpeg, 123, 1, 20170220, 20170226, 20170302, 6, 4
693, ffmpeg, 124, 0, , 20170226, 20170303, , 5
694, grpc, 13, 1, 20170214, 20170226, 20170301, 12, 3
695, libreoffice, 36, 1, 20170213, 20170226, 20170227, 13, 1
696, ffmpeg, 125, 0, , 20170226, 20170303, , 5
697, ffmpeg, 126, 0, , 20170226, 20170303, , 5
698, ffmpeg, 127, 0, , 20170226, 20170228, , 2
699, grpc, 14, 1, 20170214, 20170226, 20170301, 12, 3
700, ffmpeg, 128, 1, 20170225, 20170227, 20170305, 2, 6
701, ffmpeg, 129, 0, , 20170227, 20170305, , 6
702, ffmpeg, 130, 1, 20170225, 20170227, 20170305, 2, 6
703, libchewing, 67, 0, , 20170228, 20170515, , 76
704, libreoffice, 37, 1, 20170222, 20170228, 20170228, 6, 0
705, ffmpeg, 131, 0, , 20170228, 20170305, , 5
706, ffmpeg, 132, 0, , 20170228, , , 
707, ffmpeg, 133, 1, 20170225, 20170301, 20170302, 4, 1
708, ffmpeg, 134, 1, 20170225, 20170301, 20170302, 4, 1
709, ffmpeg, 135, 0, , 20170301, 20170305, , 4
710, ffmpeg, 136, 0, , 20170301, 20170305, , 4
711, libreoffice, 38, 1, 20170225, 20170301, 20170301, 4, 0
712, ffmpeg, 137, 0, , 20170301, 20170324, , 23
713, ffmpeg, 138, 1, 20170301, 20170301, 20170302, 0, 1
714, grpc, 15, 1, 20170301, 20170302, 20170307, 1, 5
715, harfbuzz, 6, 1, 20170301, 20170302, 20170310, 1, 8
716, ffmpeg, 139, 0, , 20170302, 20170305, , 3
717, ffmpeg, 140, 1, 20170302, 20170302, 20170305, 0, 3
718, re2, 5, 0, , 20170302, 20170303, , 1
719, ffmpeg, 141, 1, 20170228, 20170302, 20170305, 2, 3
720, libxml2, 25, 1, 20170215, 20170302, 20170618, 15, 108
721, libreoffice, 39, 1, 20170302, 20170303, 20170403, 1, 31
722, ffmpeg, 142, 0, , 20170303, 20170305, , 2
723, ffmpeg, 143, 1, 20170220, 20170303, 20170305, 11, 2
724, ffmpeg, 144, 0, , 20170303, 20170308, , 5
725, libreoffice, 40, 1, 20170225, 20170303, 20170303, 6, 0
726, grpc, 16, 1, 20170215, 20170303, 20170330, 16, 27
727, libreoffice, 41, 1, 20170225, 20170303, 20170404, 6, 32
728, libreoffice, 42, 1, 20170222, 20170304, 20170327, 10, 23
729, ffmpeg, 145, 1, 20170220, 20170304, 20170308, 12, 4
730, ffmpeg, 146, 0, , 20170305, 20170306, , 1
731, ffmpeg, 147, 0, , 20170305, 20170504, , 60
732, ffmpeg, 148, 1, 20170228, 20170306, 20170312, 6, 6
733, ffmpeg, 149, 0, , 20170306, 20170310, , 4
734, ffmpeg, 150, 0, , 20170306, 20170310, , 4
735, libxml2, 26, 1, 20170215, 20170306, , 19, 
736, ffmpeg, 151, 0, , 20170306, 20170310, , 4
737, gnutls, 43, 1, 20170221, 20170307, 20170309, 14, 2
738, freetype2, 25, 1, 20170306, 20170307, 20170307, 1, 0
739, freetype2, 26, 1, 20170306, 20170307, 20170307, 1, 0
740, freetype2, 27, 1, 20170306, 20170307, 20170307, 1, 0
741, ffmpeg, 152, 0, , 20170307, 20170310, , 3
742, libreoffice, 43, 1, 20170222, 20170307, 20170327, 13, 20
743, libtsm, 13, 1, 20170307, 20170307, , 0, 
744, libtsm, 14, 1, 20170307, 20170307, 20170407, 0, 31
745, libarchive, 44, 1, 20170307, 20170307, 20170325, 0, 18
746, libjpeg-turbo, 3, 1, 20170307, 20170307, 20170319, 0, 12
747, tpm2, 15, 1, 20170307, 20170307, 20171028, 0, 235
748, libxml2, 27, 1, 20170307, 20170307, , 0, 
749, libtsm, 15, 1, 20170307, 20170307, , 0, 
750, file, 10, 1, 20161201, 20170307, 20170316, 96, 9
751, gnutls, 44, 1, 20170307, 20170307, 20170405, 0, 29
752, gnutls, 45, 1, 20161215, 20170308, , 83, 
753, libteken, 2, 1, 20170307, 20170308, 20180409, 1, 397
754, grpc, 17, 1, 20170307, 20170308, 20170320, 1, 12
755, ffmpeg, 153, 0, , 20170308, 20170311, , 3
756, lcms, 24, 1, 20170307, 20170308, 20170315, 1, 7
757, harfbuzz, 7, 0, , 20170308, 20170310, , 2
758, ffmpeg, 154, 0, , 20170308, 20170311, , 3
759, freetype2, 28, 1, 20170306, 20170308, 20170308, 2, 0
760, freetype2, 29, 1, 20170307, 20170308, 20170308, 1, 0
761, ffmpeg, 155, 1, 20170302, 20170308, 20170312, 6, 4
762, ffmpeg, 156, 0, , 20170308, 20170312, , 4
763, ffmpeg, 157, 0, , 20170308, 20170312, , 4
764, ffmpeg, 158, 0, , 20170308, 20170313, , 5
765, harfbuzz, 8, 0, , 20170308, 20170310, , 2
766, ffmpeg, 159, 1, 20170225, 20170308, 20170311, 11, 3
767, ffmpeg, 160, 1, 20170308, 20170308, 20170313, 0, 5
768, ffmpeg, 161, 0, , 20170308, 20170313, , 5
769, libreoffice, 44, 1, 20170308, 20170308, 20170310, 0, 2
770, libreoffice, 45, 1, 20170308, 20170309, 20170405, 1, 27
771, file, 11, 1, 20161107, 20170309, 20170316, 122, 7
772, ffmpeg, 162, 1, 20170221, 20170309, 20170311, 16, 2
773, ffmpeg, 163, 0, , 20170309, 20170311, , 2
774, libxml2, 28, 1, 20160831, 20170309, 20170524, 190, 76
775, libxml2, 29, 1, 20160831, 20170309, 20170524, 190, 76
776, libxml2, 30, 1, 20170215, 20170309, 20170524, 22, 76
777, llvm_libcxxabi, 3, 1, 20170118, 20170309, 20170401, 50, 23
778, openssl, 13, 0, , 20170309, 20170313, , 4
779, ffmpeg, 164, 0, , 20170309, 20170504, , 56
780, ffmpeg, 165, 0, , 20170309, 20170504, , 56
781, pcre2, 38, 1, 20170309, 20170310, 20170310, 1, 0
782, libreoffice, 46, 1, 20170108, 20170310, 20170310, 61, 0
783, pcre2, 39, 1, 20170309, 20170310, 20170310, 1, 0
784, llvm_libcxxabi, 4, 1, 20170118, 20170310, , 51, 
785, llvm_libcxxabi, 5, 1, 20170307, 20170310, , 3, 
786, libreoffice, 47, 1, 20170109, 20170310, 20170310, 60, 0
787, libreoffice, 48, 1, 20170109, 20170310, 20170310, 60, 0
788, libreoffice, 49, 1, 20170222, 20170310, 20170310, 16, 0
789, libreoffice, 50, 1, 20170102, 20170310, 20170315, 67, 5
790, brotli, 1, 0, , 20170310, 20170310, , 0
791, sqlite3, 27, 0, , 20170310, 20170310, , 0
792, libreoffice, 51, 1, 20170109, 20170310, 20170310, 60, 0
793, boringssl, 3, 1, 20170127, 20170310, , 42, 
794, harfbuzz, 9, 1, 20170219, 20170310, 20170509, 19, 60
795, libreoffice, 52, 1, 20170108, 20170310, 20170310, 61, 0
796, libreoffice, 53, 1, 20170112, 20170310, 20170310, 57, 0
797, libreoffice, 54, 0, , 20170310, 20170310, , 0
798, libreoffice, 55, 1, 20170225, 20170310, 20170310, 13, 0
799, libreoffice, 56, 1, 20170102, 20170310, 20170310, 67, 0
800, libreoffice, 57, 1, 20170222, 20170310, 20170327, 16, 17
801, libreoffice, 58, 1, 20170302, 20170310, 20170310, 8, 0
802, sqlite3, 28, 1, 20161111, 20170310, 20170310, 119, 0
803, libprotobuf-mutator, 2, 1, 20170209, 20170310, , 29, 
804, libreoffice, 59, 1, 20170222, 20170310, 20170327, 16, 17
805, libreoffice, 60, 0, , 20170310, 20170310, , 0
806, libarchive, 45, 1, 20170307, 20170310, 20170313, 3, 3
807, ffmpeg, 166, 1, 20170308, 20170310, 20170313, 2, 3
808, ffmpeg, 167, 1, 20170220, 20170310, 20170314, 18, 4
809, ffmpeg, 168, 1, 20170308, 20170310, 20170311, 2, 1
810, ffmpeg, 169, 1, 20170118, 20170310, 20170314, 51, 4
811, ffmpeg, 170, 0, , 20170310, 20170316, , 6
812, grpc, 18, 1, 20170307, 20170310, 20170321, 3, 11
813, botan, 4, 1, 20161217, 20170310, 20170414, 83, 35
814, json, 15, 1, 20170103, 20170310, 20170312, 66, 2
815, grpc, 19, 1, 20170307, 20170310, 20170321, 3, 11
816, libprotobuf-mutator, 3, 0, , 20170310, 20170312, , 2
817, libreoffice, 61, 1, 20170310, 20170311, 20170311, 1, 0
818, libreoffice, 62, 1, 20170109, 20170311, 20170310, 61, -1
819, libreoffice, 63, 1, 20170128, 20170311, 20170308, 42, -3
820, libreoffice, 64, 1, 20170302, 20170311, 20170320, 9, 9
821, sqlite3, 29, 1, 20170310, 20170311, 20170311, 1, 0
822, ffmpeg, 171, 1, 20170220, 20170311, 20170314, 19, 3
823, ffmpeg, 172, 0, , 20170311, 20170315, , 4
824, gnutls, 46, 1, 20161228, 20170311, 20170313, 73, 2
825, libreoffice, 65, 1, 20170222, 20170312, 20170327, 18, 15
826, ffmpeg, 173, 0, , 20170312, 20170315, , 3
827, libreoffice, 66, 1, 20170108, 20170312, 20170313, 63, 1
828, libreoffice, 67, 1, 20170125, 20170312, 20170313, 46, 1
829, libreoffice, 68, 1, 20170222, 20170312, 20170405, 18, 24
830, ffmpeg, 174, 0, , 20170312, 20170315, , 3
831, libarchive, 46, 1, 20160525, 20170312, , 291, 
832, libreoffice, 69, 1, 20170222, 20170312, 20170327, 18, 15
833, grpc, 20, 1, 20170217, 20170312, 20170404, 23, 23
834, sqlite3, 30, 1, 20170310, 20170312, 20170314, 2, 2
835, openssl, 14, 1, 20161224, 20170312, 20170313, 78, 1
836, libreoffice, 70, 1, 20170302, 20170313, 20170313, 11, 0
837, libreoffice, 71, 1, 20170112, 20170313, 20170313, 60, 0
838, freetype2, 30, 1, 20170111, 20170313, 20170313, 61, 0
839, ffmpeg, 175, 1, 20170305, 20170313, 20170316, 8, 3
840, harfbuzz, 10, 1, 20170310, 20170313, , 3, 
841, sqlite3, 31, 1, 20170310, 20170313, 20170314, 3, 1
842, ffmpeg, 176, 0, , 20170313, 20170316, , 3
843, harfbuzz, 11, 0, , 20170313, 20171115, , 247
844, botan, 5, 0, , 20170313, 20170405, , 23
845, libreoffice, 72, 1, 20170102, 20170313, 20170316, 70, 3
846, libreoffice, 73, 0, , 20170313, 20170313, , 0
847, ffmpeg, 177, 1, 20170225, 20170313, 20170320, 16, 7
848, ffmpeg, 178, 1, 20170308, 20170313, 20170313, 5, 0
849, libreoffice, 74, 1, 20170310, 20170313, 20170315, 3, 2
850, ffmpeg, 179, 1, 20170225, 20170313, 20170320, 16, 7
851, sqlite3, 32, 0, , 20170313, 20170314, , 1
852, lcms, 25, 1, 20170307, 20170313, 20170315, 6, 2
853, libreoffice, 75, 1, 20170109, 20170313, 20170313, 63, 0
854, libreoffice, 76, 1, 20170302, 20170313, 20170314, 11, 1
855, libreoffice, 77, 1, 20170222, 20170313, 20170327, 19, 14
856, json, 16, 1, 20170313, 20170313, 20170314, 0, 1
857, ffmpeg, 180, 0, , 20170313, 20170316, , 3
858, ffmpeg, 181, 0, , 20170313, 20170316, , 3
859, freetype2, 31, 1, 20170118, 20170313, 20170315, 54, 2
860, libreoffice, 78, 1, 20170302, 20170314, 20170314, 12, 0
861, ffmpeg, 182, 0, , 20170314, 20170320, , 6
862, libarchive, 47, 1, 20170307, 20170314, 20170430, 7, 47
863, libreoffice, 79, 0, , 20170314, 20170314, , 0
864, ffmpeg, 183, 0, , 20170314, 20170320, , 6
865, pcre2, 40, 1, 20161124, 20170314, 20170317, 110, 3
866, libreoffice, 80, 1, 20170302, 20170314, 20170314, 12, 0
867, nss, 20, 1, 20170314, 20170315, 20170315, 1, 0
868, json, 17, 1, 20170313, 20170315, 20170318, 2, 3
869, json, 18, 1, 20170103, 20170315, 20170506, 71, 52
870, ffmpeg, 184, 0, , 20170315, 20170320, , 5
871, libprotobuf-mutator, 4, 0, , 20170315, 20170524, , 70
872, sqlite3, 33, 1, 20170314, 20170315, 20170315, 1, 0
873, ffmpeg, 185, 0, , 20170315, 20170322, , 7
874, ffmpeg, 186, 1, 20170220, 20170315, 20170324, 23, 9
875, libreoffice, 81, 1, 20170315, 20170316, 20170315, 1, -1
876, libreoffice, 82, 1, 20170315, 20170316, 20170315, 1, -1
877, libreoffice, 83, 1, 20170315, 20170316, 20170315, 1, -1
878, sqlite3, 34, 0, , 20170316, 20170316, , 0
879, libreoffice, 84, 0, , 20170316, , , 
880, libreoffice, 85, 1, 20170109, 20170316, 20170316, 66, 0
881, sqlite3, 35, 1, 20170314, 20170316, 20170316, 2, 0
882, libreoffice, 86, 1, 20170109, 20170316, 20170317, 66, 1
883, freetype2, 32, 1, 20170307, 20170316, 20170317, 9, 1
884, json, 19, 0, , 20170316, 20170318, , 2
885, json, 20, 0, , 20170316, 20170318, , 2
886, libprotobuf-mutator, 5, 0, , 20170316, , , 
887, libreoffice, 87, 1, 20170316, 20170316, 20170318, 0, 2
888, libreoffice, 88, 1, 20170316, 20170316, 20170407, 0, 22
889, libreoffice, 89, 1, 20170316, 20170316, 20170318, 0, 2
890, grpc, 21, 1, 20170214, 20170316, 20170404, 30, 19
891, libreoffice, 90, 1, 20170314, 20170317, 20170321, 3, 4
892, sqlite3, 36, 1, 20170314, 20170317, 20170317, 3, 0
893, libreoffice, 91, 1, 20170316, 20170317, 20170407, 1, 21
894, ffmpeg, 187, 1, 20170305, 20170317, 20170322, 12, 5
895, sqlite3, 37, 1, 20170314, 20170317, 20170318, 3, 1
896, libreoffice, 92, 1, 20170125, 20170317, 20170317, 51, 0
897, sqlite3, 38, 1, 20170314, 20170317, 20170317, 3, 0
898, ffmpeg, 188, 0, , 20170317, 20170324, , 7
899, ots, 5, 1, 20170317, 20170317, 20170318, 0, 1
900, freetype2, 33, 1, 20161026, 20170317, 20170318, 142, 1
901, file, 12, 0, , 20170317, 20170318, , 1
902, ffmpeg, 189, 0, , 20170318, 20170324, , 6
903, libprotobuf-mutator, 6, 1, 20170207, 20170318, 20170426, 39, 39
904, libreoffice, 93, 1, 20170102, 20170318, 20170318, 75, 0
905, grpc, 22, 1, 20170214, 20170318, 20170404, 32, 17
906, libreoffice, 94, 1, 20170318, 20170318, 20170319, 0, 1
907, libreoffice, 95, 1, 20170316, 20170318, 20170319, 2, 1
908, libreoffice, 96, 1, 20170119, 20170319, 20170321, 59, 2
909, libreoffice, 97, 1, 20170102, 20170319, 20170320, 76, 1
910, lcms, 26, 1, 20170307, 20170319, 20170320, 12, 1
911, ffmpeg, 190, 0, , 20170319, 20170407, , 19
912, libreoffice, 98, 1, 20170318, 20170319, 20170320, 1, 1
913, libreoffice, 99, 1, 20170318, 20170319, 20170320, 1, 1
914, grpc, 23, 1, 20170214, 20170320, , 34, 
915, botan, 6, 0, , 20170320, , , 
916, grpc, 24, 1, 20170214, 20170320, 20170413, 34, 24
917, grpc, 25, 1, 20170307, 20170320, 20170322, 13, 2
918, libreoffice, 100, 0, , 20170320, 20170320, , 0
919, ots, 6, 1, 20170320, 20170320, 20170321, 0, 1
920, ots, 7, 1, 20170320, 20170320, 20170321, 0, 1
921, llvm_libcxxabi, 6, 0, , 20170320, 20170524, , 65
922, libreoffice, 101, 1, 20170320, 20170320, 20170321, 0, 1
923, libreoffice, 102, 1, 20170320, 20170320, 20170321, 0, 1
924, grpc, 26, 1, 20170320, 20170321, 20170404, 1, 14
925, lcms, 27, 0, , 20170321, 20170515, , 55
926, lcms, 28, 0, , 20170321, , , 
927, lcms, 29, 0, , 20170321, 20171028, , 221
928, ots, 8, 1, 20170321, 20170321, 20170321, 0, 0
929, grpc, 27, 1, 20170320, 20170322, 20170415, 2, 24
930, openssl, 15, 1, 20170321, 20170322, 20170404, 1, 13
931, lcms, 30, 0, , 20170323, 20170515, , 53
932, libreoffice, 103, 1, 20170315, 20170323, , 8, 
933, lcms, 31, 0, , 20170323, 20171028, , 219
934, libreoffice, 104, 1, 20170109, 20170323, 20170323, 73, 0
935, freetype2, 34, 1, 20161026, 20170323, 20170324, 148, 1
936, ffmpeg, 191, 1, 20170220, 20170324, 20170504, 32, 41
937, libreoffice, 105, 1, 20170310, 20170324, 20170324, 14, 0
938, ffmpeg, 192, 1, 20170324, 20170325, 20170325, 1, 0
939, ffmpeg, 193, 1, 20170324, 20170325, 20170325, 1, 0
940, ffmpeg, 194, 1, 20170225, 20170325, 20170504, 28, 40
941, freetype2, 35, 1, 20161026, 20170325, 20170326, 150, 1
942, libreoffice, 106, 1, 20170323, 20170325, 20170326, 2, 1
943, ffmpeg, 195, 0, , 20170326, 20170504, , 39
944, libreoffice, 107, 1, 20170314, 20170326, 20170327, 12, 1
945, ffmpeg, 196, 1, 20170305, 20170327, 20170504, 22, 38
946, libreoffice, 108, 1, 20170316, 20170327, 20170327, 11, 0
947, libreoffice, 109, 1, 20170316, 20170327, 20170327, 11, 0
948, libreoffice, 110, 1, 20170124, 20170327, 20170328, 62, 1
949, libxml2, 31, 0, , 20170327, 20170705, , 100
950, file, 13, 0, , 20170327, 20170409, , 13
951, grpc, 28, 1, 20170215, 20170327, 20170413, 40, 17
952, file, 14, 1, 20170328, 20170328, 20170328, 0, 0
953, icu, 20, 1, 20170118, 20170328, , 69, 
954, libreoffice, 111, 1, 20170327, 20170328, 20170329, 1, 1
955, libreoffice, 112, 1, 20170302, 20170328, 20170328, 26, 0
956, libreoffice, 113, 1, 20170315, 20170328, 20170328, 13, 0
957, grpc, 29, 1, 20170307, 20170328, 20170330, 21, 2
958, file, 15, 0, , 20170329, 20170330, , 1
959, libplist, 9, 1, 20170329, 20170329, 20170330, 0, 1
960, gnutls, 47, 1, 20170329, 20170329, 20170425, 0, 27
961, grpc, 30, 1, 20170329, 20170330, 20170404, 1, 5
962, libmspub, 1, 0, , 20170330, 20170330, , 0
963, libmspub, 2, 0, , 20170330, 20170330, , 0
964, libmspub, 3, 0, , 20170330, 20170330, , 0
965, libmspub, 4, 0, , 20170330, , , 
966, gnutls, 48, 1, 20170329, 20170330, 20170429, 1, 30
967, libreoffice, 114, 1, 20170310, 20170330, 20170331, 20, 1
968, libreoffice, 115, 1, 20170327, 20170330, 20170331, 3, 1
969, libreoffice, 116, 1, 20170316, 20170330, 20170330, 14, 0
970, guetzli, 1, 0, , 20170330, 20170403, , 4
971, guetzli, 2, 0, , 20170330, 20170403, , 4
972, libmspub, 5, 1, 20170330, 20170330, , 0, 
973, grpc, 31, 1, 20170329, 20170330, 20170414, 1, 15
974, libreoffice, 117, 1, 20170316, 20170331, 20170407, 15, 7
975, librevenge, 1, 0, , 20170331, , , 
976, libreoffice, 118, 1, 20170327, 20170331, 20170331, 4, 0
977, libmspub, 6, 0, , 20170331, , , 
978, libmspub, 7, 0, , 20170401, , , 
979, ffmpeg, 197, 0, , 20170401, 20170407, , 6
980, libplist, 10, 1, 20170329, 20170402, 20170402, 4, 0
981, freetype2, 36, 1, 20161026, 20170402, 20170403, 158, 1
982, libreoffice, 119, 1, 20170222, 20170403, , 40, 
983, libreoffice, 120, 0, , 20170403, 20170403, , 0
984, libreoffice, 121, 1, 20170401, 20170403, , 2, 
985, llvm_libcxxabi, 7, 1, 20170118, 20170404, 20170524, 76, 50
986, harfbuzz, 12, 0, , 20170404, , , 
987, dlplibs, 1, 0, , 20170404, 20170502, , 28
988, dlplibs, 2, 0, , 20170404, 20170405, , 1
989, dlplibs, 3, 0, , 20170405, 20170414, , 9
990, file, 16, 0, , 20170405, 20170408, , 3
991, dlplibs, 4, 0, , 20170405, 20170405, , 0
992, file, 17, 1, 20170330, 20170405, 20170407, 6, 2
993, file, 18, 0, , 20170405, 20170422, , 17
994, file, 19, 0, , 20170405, 20170407, , 2
995, botan, 7, 0, , 20170405, 20170405, , 0
996, icu, 21, 0, , 20170405, 20170506, , 31
997, dlplibs, 5, 0, , 20170405, 20170405, , 0
998, dlplibs, 6, 0, , 20170405, 20170414, , 9
999, file, 20, 0, , 20170405, 20170408, , 3
1000, dlplibs, 7, 0, , 20170405, , , 
1001, dlplibs, 45, 0, , 20170405, , , 
1001, dlplibs, 8, 0, , 20170405, , , 
